date,received,sent,allDayReceived,allDaySent
 2017-6-19,118,178,4-0-26-0-0-0-0-0-0-0-0-0-0-42-2-2-0-2-0-2-0-38-0,18-2-36-0-0-0-0-0-0-0-0-0-0-54-0-0-0-8-2-2-0-56-0
 2017-6-20,372,418,34-92-12-4-0-0-0-0-2-0-0-0-10-0-6-0-32-2-10-0-0-0-0,52-102-26-12-0-0-0-0-0-0-0-0-0-0-4-0-16-0-14-4-0-0-0
 2017-6-21,68,106,0-4-0-0-2-0-0-0-2-0-0-0-0-8-0-10-4-2-0-0-4-20-0,2-4-0-0-0-0-0-0-0-0-0-0-0-12-0-18-2-0-0-0-4-54-0
 2017-6-22,428,490,8-74-12-34-52-26-0-0-0-42-2-2-0-0-0-56-2-16-2-2-0-2-0,16-62-28-104-62-34-0-0-0-22-0-0-0-0-0-58-0-28-0-0-0-0-0
 2017-6-23,36,44,0-0-0-12-0-0-0-0-0-6-0-4-2-0-0-0-4-0-8-0-0-0-0,0-0-0-12-4-0-0-0-0-0-0-0-4-0-0-0-8-0-8-0-0-0-0
 2017-6-24,40,110,0-0-0-4-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-20-2-2-0,0-0-0-0-0-0-4-0-0-0-2-0-0-2-0-0-0-0-2-56-32-0-0
 2017-6-25,370,806,62-68-2-0-146-0-0-0-0-0-0-0-2-0-0-0-0-2-0-6-0-0-0,80-98-100-0-174-0-0-0-0-0-0-0-0-0-18-0-124-34-0-0-12-0-0
 2017-6-26,276,562,46-16-12-0-42-4-0-2-10-0-2-6-26-0-22-2-0-0-10-0-0-0-0,58-42-10-48-42-28-10-0-128-0-2-8-26-4-26-0-0-2-14-2-0-0-0
 2017-6-27,344,430,166-0-0-0-0-0-0-0-0-0-0-0-0-40-34-0-2-22-20-4-0-12-0,162-0-0-0-0-0-0-0-0-0-0-0-0-60-56-0-0-68-16-0-0-24-0
 2017-6-28,284,416,16-0-0-0-2-0-0-0-0-0-0-0-0-0-2-0-0-20-0-4-82-72-0,22-0-4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16-0-0-86-100-0
 2017-6-29,408,428,4-4-0-0-0-0-0-0-0-0-0-2-0-0-2-14-54-170-70-0-0-0-0,4-6-0-0-0-0-0-0-0-0-0-0-0-4-0-4-86-132-72-0-0-4-0
 2017-6-30,94,144,0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-8-0-6-4-74-0,0-0-8-0-0-0-0-0-0-0-0-44-2-0-0-20-0-0-0-0-0-70-0
 2017-7-1,394,494,128-26-38-0-0-0-0-0-0-0-0-0-0-0-30-0-4-0-10-4-0-2-0,146-38-30-0-0-0-0-0-0-0-0-0-0-0-42-0-4-0-14-0-0-6-0
 2017-7-2,998,1192,64-28-0-0-0-0-0-0-0-0-0-0-76-234-30-10-4-72-134-34-2-10-0,104-44-0-0-0-0-0-0-0-0-0-0-112-218-50-10-4-102-186-36-0-8-0
 2017-7-3,644,848,92-0-0-0-0-0-0-2-0-86-34-0-0-16-28-6-6-0-0-86-46-0-0,98-0-0-0-0-0-0-0-0-188-70-0-0-38-56-0-0-0-0-104-48-0-0
 2017-7-4,530,662,10-10-2-0-0-0-0-0-0-0-12-98-2-120-64-78-2-4-10-46-26-0-0,8-12-0-0-0-0-0-0-0-0-16-104-0-166-108-110-0-0-20-54-22-0-0
 2017-7-5,712,838,42-0-0-2-0-0-4-0-6-0-6-78-14-160-124-88-22-52-18-28-6-34-0,62-0-0-0-0-0-0-0-0-0-0-76-22-244-142-86-16-80-12-32-0-26-0
 2017-7-6,672,820,0-0-0-0-0-0-0-0-0-0-0-14-2-90-80-50-0-36-92-136-112-12-0,0-0-0-0-0-0-0-0-0-0-0-22-0-126-118-48-0-28-114-164-138-6-0
 2017-7-7,128,184,0-0-0-0-0-0-0-4-0-0-4-0-4-0-30-8-0-2-0-2-28-12-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-48-12-0-0-0-2-44-16-0
 2017-7-8,408,216,0-0-0-0-0-0-0-0-0-2-0-2-0-68-292-0-0-4-30-2-0-8-0,0-0-0-0-0-0-0-0-0-0-0-6-4-64-108-0-0-0-20-4-0-10-0
 2017-7-9,220,226,0-0-0-0-0-0-0-0-6-0-0-0-0-10-20-22-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-2-0-26-4-26-0-10-0-0-0-0-0
 2017-7-10,280,266,0-0-0-0-0-0-0-0-0-0-0-0-0-40-36-18-10-112-38-26-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-2-44-34-4-40-88-36-18-0-0-0
 2017-7-11,86,76,0-40-8-0-0-0-0-0-0-0-8-8-0-0-0-0-0-0-4-4-0-2-0,0-36-12-0-0-0-0-0-0-0-2-16-0-0-0-6-0-0-0-4-0-0-0
 2017-7-12,172,204,32-50-0-0-0-0-0-0-0-4-0-0-0-2-50-6-6-0-10-4-8-0-0,56-62-0-0-0-0-0-0-0-0-0-0-0-4-36-6-8-0-14-8-10-0-0
 2017-7-13,120,140,0-0-0-0-0-0-14-0-0-0-0-0-2-10-0-28-0-0-0-32-30-4-0,0-0-0-0-0-2-12-0-0-0-0-0-6-6-2-34-0-0-0-32-46-0-0
 2017-7-14,472,500,176-124-0-0-0-0-0-0-0-0-0-0-2-10-8-0-0-0-2-28-8-0-0,138-170-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-34-6-0-0
 2017-7-15,388,434,0-0-4-0-0-0-0-0-0-0-6-0-10-22-14-124-32-4-0-0-40-8-0,0-0-0-0-0-0-0-0-0-0-0-0-14-20-14-124-36-0-0-0-50-0-0
 2017-7-16,220,258,0-0-16-0-0-0-0-0-2-0-0-0-8-68-0-24-6-0-4-2-6-0-0,8-0-0-0-0-0-0-0-0-0-0-0-2-86-0-32-18-0-0-10-2-2-0
 2017-7-17,370,464,6-4-0-0-0-0-0-6-0-20-110-32-2-28-60-6-8-4-2-22-32-6-0,0-4-0-0-0-0-4-0-0-26-168-28-20-28-56-0-8-0-0-50-48-0-0
 2017-7-18,248,360,0-0-0-0-0-0-0-0-10-0-0-0-18-4-68-20-18-0-14-28-0-0-0,0-0-0-0-0-0-0-0-0-2-0-0-16-8-100-32-22-2-30-34-0-0-0
 2017-7-19,62,74,14-0-0-0-0-0-0-0-0-0-6-0-2-0-0-4-0-2-0-0-6-18-0,14-0-0-0-0-0-0-0-0-0-4-0-0-8-0-4-0-2-0-0-16-24-0
 2017-7-20,246,336,0-10-0-0-0-6-0-6-72-16-0-32-0-30-32-0-0-0-0-0-4-24-0,2-18-0-0-0-0-0-12-88-18-2-82-2-22-46-0-0-0-0-12-0-16-0
 2017-7-21,98,136,0-0-0-0-0-0-0-0-0-0-0-0-0-22-44-8-2-2-2-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-2-26-58-16-0-0-0-0-4-0-0
 2017-7-22,312,368,0-0-0-0-0-0-0-0-0-0-8-20-0-56-104-44-8-30-16-18-8-0-0,0-0-0-0-0-0-0-0-0-0-14-42-4-44-120-52-2-28-16-24-20-2-0
 2017-7-23,26,30,0-0-0-0-0-0-0-0-0-0-0-20-0-0-0-0-0-2-0-0-0-4-0,0-0-0-0-0-0-0-0-0-0-0-16-0-10-0-0-0-2-0-0-2-0-0
 2017-7-24,122,150,10-0-0-0-0-0-0-0-0-0-0-28-2-0-0-0-0-0-58-0-0-16-0,28-0-0-0-0-0-2-0-0-0-0-20-4-0-0-0-0-0-38-0-2-24-0
 2017-7-25,220,236,32-0-6-0-0-0-0-0-0-0-2-0-6-0-0-0-76-42-4-10-42-0-0,18-6-8-0-0-0-0-0-0-0-0-0-6-0-0-0-72-22-0-36-54-0-0
 2017-7-26,344,312,8-4-64-0-0-0-0-0-2-0-6-0-2-46-8-0-0-2-100-36-12-12-0,8-0-64-0-0-0-0-0-0-0-0-0-0-58-12-2-0-0-52-28-10-26-0
 2017-7-27,122,108,16-0-0-0-0-0-2-0-0-0-2-0-60-0-22-4-0-0-2-0-0-6-0,12-0-0-0-2-0-0-0-0-0-0-0-42-0-30-0-0-0-2-0-0-4-0
 2017-7-28,156,126,0-0-0-0-0-0-0-0-0-2-2-0-0-18-28-34-4-0-0-6-2-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-18-22-22-0-0-2-18-0-0-0
 2017-7-29,104,154,0-0-0-0-0-0-0-0-0-0-0-0-68-16-6-2-12-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-92-32-0-4-24-0-0-0-0-0-0
 2017-7-30,210,294,18-4-0-0-0-0-0-0-0-0-0-20-0-0-8-22-0-30-2-0-0-96-0,30-8-0-0-0-0-0-0-0-0-0-16-4-0-6-42-2-52-0-0-0-124-0
 2017-7-31,356,364,0-12-0-0-0-0-0-0-0-6-16-16-4-4-78-88-118-12-2-0-0-0-0,4-20-0-0-0-0-0-0-0-8-20-16-10-0-100-64-120-0-0-0-0-0-0
 2017-8-1,70,84,0-18-0-0-0-0-0-0-2-2-16-0-0-12-2-0-0-0-0-0-18-0-0,0-48-0-0-0-0-0-0-0-0-20-6-0-0-8-0-0-0-0-0-0-0-0
 2017-8-2,150,126,2-0-0-0-0-0-0-0-2-4-0-0-0-0-4-0-2-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-0-0
 2017-8-3,150,168,16-4-0-0-0-0-0-0-0-0-0-6-2-0-6-0-8-0-0-0-26-82-0,14-0-0-0-0-0-0-0-0-0-0-14-0-0-0-0-0-0-0-0-76-62-0
 2017-8-4,590,468,18-0-0-0-0-10-4-0-0-0-0-4-0-0-0-0-0-40-4-2-42-4-0,14-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-44-2-0-54-0-0
 2017-8-5,224,200,4-0-0-0-0-0-0-0-0-0-0-0-0-66-2-30-0-0-76-2-0-32-0,0-0-0-0-0-0-0-0-0-0-0-6-0-42-12-18-0-0-74-0-0-34-0
 2017-8-6,132,102,16-0-0-0-2-0-0-0-0-50-6-32-8-8-0-0-0-0-0-0-0-0-0,14-0-0-0-0-0-0-0-0-44-18-18-0-0-0-0-0-0-0-0-0-0-0
 2017-8-7,126,144,0-0-0-0-0-0-0-0-0-0-0-0-4-0-50-10-4-2-0-10-44-2-0,0-0-0-0-0-0-0-0-0-0-0-0-6-0-52-20-0-0-4-18-44-0-0
 2017-8-8,136,88,30-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0,16-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0
 2017-8-9,292,308,0-0-0-0-0-0-0-2-6-0-30-100-104-10-34-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-62-74-94-6-72-0-0-0-0-0-0-0-0
 2017-8-10,160,126,6-0-0-0-0-0-0-0-0-4-0-22-22-0-34-36-0-0-0-16-2-8-0,4-0-0-0-0-0-0-0-0-0-2-16-12-0-46-18-6-0-0-0-4-10-0
 2017-8-11,128,104,0-0-0-0-0-0-2-0-0-0-12-34-36-14-4-0-22-0-0-0-0-0-0,0-8-0-0-0-0-0-0-0-0-6-36-22-16-0-0-16-0-0-0-0-0-0
 2017-8-12,82,100,0-0-0-0-0-0-0-0-0-0-0-2-0-14-42-0-0-4-10-4-6-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-28-56-0-0-0-10-6-0-0-0
 2017-8-13,102,116,0-0-0-0-0-0-0-0-0-0-0-24-6-0-48-2-0-0-10-6-2-0-0,0-0-0-0-0-0-0-0-0-0-2-32-0-0-56-0-0-0-16-0-4-2-0
 2017-8-14,112,74,0-0-0-0-0-0-0-0-0-0-0-0-2-4-0-0-54-42-0-0-6-4-0,0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-40-30-0-0-0-0-0
 2017-8-15,40,48,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-30-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-36-0-0
 2017-8-16,36,32,0-0-2-0-0-0-0-0-0-0-0-6-0-0-22-0-0-4-0-0-2-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-28-0-0-4-0-0-0-0-0
 2017-8-17,756,740,6-6-0-0-0-0-0-0-0-0-0-6-2-0-0-12-2-136-138-102-60-100-0,8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-120-82-166-52-128-0
 2017-8-18,184,192,0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2017-8-19,104,102,0-0-0-0-0-0-0-0-0-0-0-0-4-0-22-0-0-4-32-0-22-16-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-16-4-0-0-22-2-24-28-0
 2017-8-20,336,304,0-0-0-0-0-0-0-0-0-0-0-124-38-0-0-0-0-0-14-52-34-2-0,0-0-0-0-0-0-0-0-0-0-0-90-34-0-0-0-0-0-20-98-22-0-0
 2017-8-21,158,166,0-0-0-0-0-2-0-6-0-34-4-10-38-2-0-0-0-0-0-38-22-2-0,0-0-0-0-0-0-0-14-0-38-10-0-42-2-0-0-0-0-0-28-32-0-0
 2017-8-22,348,326,0-0-0-0-0-0-0-0-0-0-54-144-100-4-34-2-0-2-8-0-0-0-0,0-0-0-0-0-0-0-0-0-0-46-162-74-0-36-0-4-0-0-0-4-0-0
 2017-8-23,328,310,0-0-0-2-24-2-2-0-0-2-0-0-0-0-0-2-0-0-2-54-160-14-0,0-0-0-4-14-4-0-0-0-0-0-0-0-0-0-0-0-0-0-80-120-16-0
 2017-8-24,204,146,0-0-0-0-0-0-2-0-10-0-2-0-0-0-104-66-6-0-0-2-0-0-0,0-0-0-0-0-0-0-0-10-0-0-0-0-4-54-56-0-0-0-0-0-0-0
 2017-8-25,1450,1044,238-316-0-0-4-0-0-0-0-0-104-12-2-6-0-306-58-0-0-14-16-126-0,146-228-0-0-0-0-0-0-0-0-46-24-0-12-4-170-36-0-0-6-14-108-0
 2017-8-26,542,534,0-0-0-0-0-0-0-0-0-4-0-42-52-100-86-12-24-0-0-0-2-108-0,0-0-0-0-0-0-0-0-0-0-0-36-18-116-122-18-16-0-0-0-16-84-0
 2017-8-27,446,508,0-0-0-0-0-0-0-0-0-0-0-6-96-180-0-6-2-0-8-0-0-0-0,0-2-0-0-0-0-2-0-0-0-0-2-120-200-4-0-0-0-0-0-0-0-0
 2017-8-28,100,98,4-0-0-0-0-0-2-0-20-0-0-0-0-0-0-2-2-0-0-0-4-46-0,18-0-0-0-0-0-8-6-18-0-2-0-0-0-0-0-0-0-0-0-4-24-0
 2017-8-29,430,432,0-0-0-0-0-0-0-0-8-10-4-0-0-0-86-76-12-148-8-8-24-18-0,0-0-0-0-0-0-0-0-16-0-0-2-0-0-92-82-16-130-14-0-26-18-0
 2017-8-30,362,464,0-0-0-0-0-0-0-0-0-10-148-42-0-0-0-0-8-0-72-2-0-30-0,0-0-0-0-0-0-0-0-6-16-174-52-0-0-0-0-0-0-84-2-0-42-0
 2017-8-31,746,976,56-42-0-0-0-0-0-0-0-14-4-4-2-44-30-20-58-22-0-48-188-132-0,80-26-0-0-0-0-0-0-0-32-0-4-0-62-10-12-76-28-0-76-264-210-0
 2017-9-1,56,12,2-0-2-0-0-0-0-0-2-24-0-14-0-0-6-0-0-0-0-0-2-0-0,0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0
 2017-9-2,262,466,0-94-54-0-0-0-0-0-6-0-0-2-2-0-2-0-0-4-10-20-8-52-0,0-194-84-0-0-0-0-0-0-0-0-0-0-0-6-6-0-0-34-26-12-104-0
 2017-9-3,546,824,28-0-0-0-0-0-0-0-0-0-2-2-0-0-0-4-32-160-98-64-0-6-0,64-0-0-0-0-0-0-0-0-0-0-2-0-2-0-0-60-178-88-132-4-24-0
 2017-9-4,384,544,0-0-0-0-0-0-4-14-4-0-12-32-0-4-8-4-0-44-28-86-40-24-0,0-0-0-0-0-0-2-26-0-0-12-36-0-0-18-12-4-80-60-136-70-26-0
 2017-9-5,216,314,8-0-0-0-0-0-0-0-2-6-2-2-24-0-58-8-2-6-58-2-0-0-0,4-6-0-0-0-0-0-0-0-0-0-12-36-4-94-6-0-22-84-0-4-0-0
 2017-9-6,326,370,0-0-0-0-2-0-0-0-0-4-0-10-0-0-0-0-2-10-16-54-64-64-0,0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-6-12-28-50-108-52-0
 2017-9-7,154,124,0-0-0-0-0-0-0-0-0-0-0-0-32-0-2-0-0-36-78-0-0-0-0,0-0-0-0-0-0-0-2-0-0-0-0-22-0-0-0-0-30-56-0-0-8-0
 2017-9-8,544,414,0-0-0-0-0-0-0-0-0-0-4-26-4-0-16-0-8-184-4-60-104-2-0,0-0-0-0-0-0-0-0-0-0-0-40-10-0-26-0-10-30-6-92-76-8-0
 2017-9-9,488,514,0-0-0-0-0-0-0-0-0-12-0-6-0-0-0-0-16-90-2-60-50-80-0,0-0-0-0-0-0-0-0-0-6-0-0-0-0-0-4-22-54-14-38-74-146-0
 2017-9-10,130,92,0-8-6-0-0-0-0-0-0-0-2-0-0-26-16-0-10-4-14-0-0-40-0,0-0-0-0-0-0-0-0-0-0-0-2-2-6-24-8-0-0-14-0-4-32-0
 2017-9-11,182,216,0-0-0-0-0-0-0-0-0-0-2-14-0-0-8-0-2-26-6-2-8-16-0,0-0-0-0-0-0-0-0-0-0-4-12-0-0-4-0-0-56-0-2-12-26-0
 2017-9-12,234,314,0-0-0-0-0-0-0-0-0-4-64-28-50-0-0-0-24-8-6-0-42-4-0,0-0-0-0-0-2-0-0-0-0-76-0-96-0-0-2-62-0-2-2-68-4-0
 2017-9-13,98,90,0-0-0-0-0-0-2-0-2-0-12-34-0-0-0-0-4-26-0-0-0-4-0,0-0-0-0-0-0-0-0-2-0-6-32-0-0-0-2-10-20-0-0-0-18-0
 2017-9-14,224,254,0-0-0-0-0-0-0-20-0-0-42-118-30-0-0-0-0-0-0-2-0-12-0,0-0-0-0-0-0-0-32-0-0-56-118-44-0-0-0-0-2-0-0-0-2-0
 2017-9-15,370,390,106-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-4-0-0-38-72-106-0,86-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-38-80-108-0
 2017-9-16,318,530,10-0-0-0-0-0-0-0-0-0-0-2-0-48-4-0-0-0-0-0-10-60-0,18-0-0-0-0-0-0-0-0-0-0-0-0-108-0-0-0-0-0-0-0-84-0
 2017-9-17,340,428,0-0-0-0-0-0-0-0-0-0-2-0-2-4-22-16-124-18-0-88-2-2-0,0-0-0-0-0-0-0-0-0-0-0-2-6-8-28-22-138-26-0-114-0-4-0
 2017-9-18,192,244,0-0-0-0-0-4-0-0-8-0-20-0-0-2-0-0-0-12-10-2-68-60-0,0-0-0-0-0-6-0-0-12-0-22-0-0-0-0-0-2-10-14-4-76-96-0
 2017-9-19,484,710,0-0-0-0-0-0-0-0-0-0-78-72-0-2-2-24-58-38-30-96-64-2-0,0-0-0-0-0-0-0-0-0-0-116-60-0-0-0-62-68-102-68-164-40-10-0
 2017-9-20,308,510,0-0-0-0-0-0-0-12-6-0-22-120-4-0-0-0-2-2-8-34-14-18-0,0-0-0-0-0-2-0-6-14-8-38-180-0-54-42-8-2-0-18-64-6-22-0
 2017-9-21,448,524,0-0-0-0-0-0-0-0-0-0-12-36-10-10-0-0-26-16-10-100-78-2-0,0-0-0-0-0-0-0-0-6-4-24-50-16-0-0-0-72-22-14-108-62-2-0
 2017-9-22,328,464,0-0-0-0-0-0-0-0-2-2-30-18-0-6-172-6-0-0-0-22-10-56-0,0-0-0-0-0-0-0-0-0-0-42-28-0-20-232-0-0-0-0-46-6-90-0
 2017-9-23,672,816,10-4-0-0-0-0-0-0-0-90-274-20-0-2-14-34-26-12-0-2-46-90-0,0-0-0-0-0-0-0-0-0-64-318-24-0-0-16-42-24-26-0-0-100-156-0
 2017-9-24,540,642,0-10-0-0-0-0-0-4-0-0-94-22-48-8-0-40-28-2-18-72-30-136-0,0-0-0-0-0-0-0-0-4-0-84-14-44-8-0-52-26-8-18-112-70-150-0
 2017-9-25,256,298,0-0-0-0-0-0-0-0-0-0-18-0-14-0-4-0-4-30-2-6-136-26-0,0-0-0-0-0-0-0-0-0-2-34-4-4-0-0-0-6-30-0-0-180-26-0
 2017-9-26,520,532,44-0-0-0-0-0-4-2-2-0-74-28-6-0-6-0-6-2-4-46-106-10-0,30-0-0-0-0-0-0-0-8-0-98-30-0-0-4-0-8-10-0-72-106-0-0
 2017-9-27,50,48,0-0-0-0-0-0-0-0-0-0-6-2-0-0-14-0-0-16-10-0-0-2-0,0-0-0-0-0-0-0-2-0-4-0-0-0-0-6-0-0-18-16-0-0-2-0
 2017-9-28,354,342,0-0-0-0-0-0-0-0-0-0-0-12-8-0-0-8-80-56-48-46-92-0-0,0-0-0-0-0-0-0-0-0-0-0-26-0-0-0-12-84-28-66-48-78-0-0
 2017-9-29,358,492,0-0-0-0-0-0-0-0-0-50-48-0-2-22-6-4-14-34-10-38-0-130-0,0-0-0-0-0-0-0-0-12-92-58-4-0-36-0-4-16-48-22-38-4-158-0
 2017-9-30,440,478,2-0-0-0-0-0-0-0-0-0-0-2-16-46-174-60-2-0-0-90-10-16-0,0-0-0-0-0-0-0-0-0-0-0-0-18-62-196-82-0-0-0-86-14-14-0
 2017-10-1,1084,1298,122-132-0-0-0-0-6-0-0-56-62-50-20-126-96-36-100-154-4-0-2-2-0,92-78-0-0-0-0-0-0-0-40-62-94-68-296-144-34-104-160-2-0-0-0-0
 2017-10-2,130,140,0-0-0-0-0-0-0-0-2-0-8-18-0-4-16-0-10-0-22-4-16-30-0,0-0-0-0-0-0-0-0-2-2-8-12-0-12-10-0-8-4-22-6-14-40-0
 2017-10-3,194,224,0-0-0-0-0-0-0-14-0-0-4-10-0-0-0-4-0-4-20-36-66-36-0,0-0-0-0-0-0-0-18-0-6-6-0-0-0-0-10-0-0-28-20-100-34-0
 2017-10-4,102,126,0-0-0-0-0-0-12-0-0-0-2-4-0-0-0-0-0-0-2-24-4-46-0,0-0-0-0-0-0-12-4-0-0-8-2-0-0-0-0-0-8-2-28-2-40-0
 2017-10-5,360,568,0-0-0-0-0-6-0-0-4-0-14-12-0-2-0-36-20-120-92-48-2-0-0,0-0-0-0-0-0-10-0-0-0-16-16-0-0-0-74-16-168-228-36-2-0-0
 2017-10-6,148,232,0-0-0-0-0-0-2-0-0-0-24-0-6-0-2-2-2-0-24-30-30-26-0,0-0-0-0-0-0-0-0-0-0-26-0-0-0-12-0-0-0-52-48-58-36-0
 2017-10-7,582,810,0-0-0-0-0-0-0-2-0-0-0-0-44-56-66-36-18-0-170-98-50-10-0,0-0-0-0-0-0-0-0-0-0-0-0-76-122-136-40-36-0-154-116-72-0-0
 2017-10-8,166,174,0-0-0-0-0-0-0-0-0-0-0-10-10-6-40-14-0-0-0-36-30-20-0,0-0-0-0-0-0-0-0-0-2-0-12-10-0-36-4-0-0-0-62-34-14-0
 2017-10-9,208,230,6-0-0-0-0-0-4-0-6-0-0-18-8-10-2-0-0-2-16-54-12-38-0,0-0-0-0-0-0-0-0-10-0-0-14-6-6-16-4-0-8-18-56-18-14-0
 2017-10-10,476,662,0-0-0-0-0-0-0-0-30-20-72-22-0-4-30-10-6-0-38-38-20-98-0,0-0-0-0-0-0-0-0-18-14-110-46-2-0-74-8-0-0-76-50-42-146-0
 2017-10-11,186,224,0-0-0-0-0-0-0-2-18-6-2-12-4-0-0-4-4-2-38-8-8-32-0,0-0-0-0-0-0-0-2-26-0-0-16-0-6-4-4-2-0-56-2-2-50-0
 2017-10-12,262,292,0-0-0-0-0-0-0-2-0-4-2-84-4-4-0-30-44-4-36-16-26-0-0,0-0-0-0-0-0-2-0-2-2-0-134-0-4-6-16-30-2-50-16-28-0-0
 2017-10-13,154,198,0-0-0-0-0-0-4-0-0-0-0-0-0-36-12-0-28-0-0-6-0-68-0,0-0-0-0-0-4-0-0-0-0-2-0-0-80-0-0-30-0-0-0-2-80-0
 2017-10-14,336,420,0-0-0-0-0-0-0-0-2-0-0-0-0-0-6-170-4-22-2-0-76-16-0,0-0-0-0-0-0-0-0-0-0-8-0-0-6-6-182-0-18-4-0-96-26-0
 2017-10-15,324,366,0-0-0-0-0-0-0-0-0-0-0-32-0-74-8-6-0-30-18-0-6-150-0,0-0-0-0-0-0-0-0-0-0-0-22-0-108-22-10-0-34-26-0-4-138-0
 2017-10-16,178,188,2-0-0-0-0-0-0-0-0-0-0-48-0-4-14-0-0-0-34-4-2-62-0,0-0-0-0-0-0-0-0-0-0-0-66-0-0-6-0-0-0-50-0-0-62-0
 2017-10-17,76,112,0-0-0-0-0-0-0-0-2-0-4-0-2-0-0-0-0-4-4-10-46-4-0,0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-10-12-82-4-0
 2017-10-18,92,78,0-0-0-0-0-0-0-0-0-0-0-28-0-0-0-24-12-4-0-20-2-0-0,0-0-0-0-0-0-0-0-0-0-8-28-0-0-0-2-10-6-0-22-0-2-0
 2017-10-19,58,68,0-2-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-4-12-32-2-2-0,0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-2-20-42-0-0-0
 2017-10-20,138,168,0-0-0-0-0-4-26-0-0-0-2-0-0-0-0-0-0-6-62-18-4-16-0,0-0-0-0-0-0-8-0-0-4-0-0-0-0-0-2-8-0-104-26-10-6-0
 2017-10-21,230,254,34-0-0-0-0-0-2-0-0-0-30-2-6-4-2-12-0-12-4-20-2-74-0,42-0-0-0-0-0-0-0-4-0-26-0-6-4-2-20-0-8-2-18-0-98-0
 2017-10-22,382,362,0-0-0-0-0-0-0-0-0-30-2-10-0-208-18-28-6-2-24-0-0-0-0,0-0-0-0-0-0-0-0-0-12-2-16-0-198-26-16-10-2-18-0-4-6-0
 2017-10-23,394,366,0-0-0-0-0-0-0-0-0-0-66-40-32-0-60-118-16-38-0-6-8-2-0,0-0-0-0-0-0-0-0-0-0-54-56-0-0-62-100-36-36-0-0-0-14-0
 2017-10-24,160,142,0-0-0-0-0-0-0-0-10-4-12-0-0-0-0-0-0-8-4-96-24-2-0,0-0-0-0-0-0-0-0-12-6-12-0-0-0-0-0-0-4-0-96-8-4-0
 2017-10-25,212,230,0-0-0-0-0-0-0-0-16-32-0-4-0-0-14-0-38-0-44-52-4-2-0,0-0-0-0-0-0-0-0-6-24-0-0-0-0-24-0-36-0-76-60-4-0-0
 2017-10-26,288,408,0-0-0-0-0-0-0-0-0-0-8-38-8-10-22-24-2-56-0-4-6-2-0,0-0-0-0-0-0-0-0-0-0-18-46-20-14-24-20-0-84-0-4-0-4-0
 2017-10-27,230,302,0-0-0-0-0-0-0-0-0-0-0-2-0-46-54-0-10-0-0-22-80-16-0,0-0-0-0-0-0-0-0-0-0-14-0-0-80-76-0-0-0-0-20-84-28-0
 2017-10-28,660,1108,0-0-0-0-0-0-0-0-2-82-172-58-54-16-38-62-24-14-26-0-6-0-0,0-0-0-0-0-0-0-0-0-120-310-90-80-24-64-66-40-22-52-0-6-0-0
 2017-10-29,104,100,0-0-0-0-0-0-0-0-12-2-0-6-0-0-0-0-0-28-10-28-0-18-0,0-0-0-0-0-0-0-0-8-0-2-4-0-0-0-0-0-32-4-26-0-24-0
 2017-10-30,12,20,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-6-4-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-2-0
