date,received,sent,allDayReceived,allDaySent
 2016-9-24,48,62,2-0-0-0-0-0-0-0-0-2-0-8-2-0-0-4-8-0-0-0-2-0-0,0-0-0-0-0-0-0-0-0-0-0-16-0-6-0-2-14-0-0-0-6-0-0
 2016-9-25,246,318,0-0-0-0-0-0-0-0-0-0-0-2-0-0-16-0-0-0-4-92-120-12-0,0-0-0-0-0-0-0-0-0-0-0-26-0-0-20-0-0-0-8-106-148-8-0
 2016-9-26,172,230,0-0-0-0-0-0-0-0-0-4-0-0-8-12-4-0-8-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-6-24-20-0-0-20-0-8-0-0-0-0
 2016-9-27,112,190,0-0-0-0-0-0-0-0-0-14-0-0-34-12-16-30-0-0-0-4-0-2-0,0-0-0-0-0-0-0-0-0-10-0-0-46-16-72-30-0-4-10-2-0-0-0
 2016-9-28,344,392,0-0-0-0-0-0-0-0-0-0-0-22-6-40-6-0-54-0-2-18-0-2-0,0-0-0-0-0-0-0-0-0-0-0-24-6-76-16-0-50-0-2-14-0-0-0
 2016-9-29,164,182,0-0-0-0-0-0-0-0-0-0-0-0-0-86-2-0-0-24-10-4-0-12-0,0-0-0-0-0-0-0-0-0-0-0-0-0-98-0-0-12-18-10-0-0-12-0
 2016-9-30,230,190,0-0-0-0-0-0-0-0-0-0-0-0-0-28-6-4-0-4-0-64-60-8-0,0-0-0-0-0-0-0-0-0-0-0-4-0-32-10-4-0-0-2-40-52-4-0
 2016-10-1,66,74,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-6-0-0-8-0-0,0-0-0-0-0-4-0-0-0-0-0-22-0-0-0-0-0-4-0-0-0-0-0
 2016-10-2,220,208,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-72-22-80-46-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-70-0-90-42-0
 2016-10-3,100,106,0-0-0-0-0-0-0-0-0-24-46-22-0-0-0-0-0-4-0-0-2-2-0,0-0-0-0-0-0-0-0-0-12-54-32-0-0-0-0-0-0-0-4-4-0-0
 2016-10-4,138,126,0-0-0-0-0-2-0-0-6-24-30-36-10-6-0-0-0-0-0-0-24-0-0,0-0-0-0-0-0-0-0-0-0-38-38-6-6-0-0-2-2-0-0-34-0-0
 2016-10-5,520,424,0-0-0-0-0-0-0-0-0-0-4-14-96-12-0-0-20-158-156-8-48-4-0,0-0-0-0-0-0-0-0-0-0-0-10-124-16-2-0-6-84-110-22-50-0-0
 2016-10-6,216,230,0-0-0-0-0-0-0-0-0-0-0-2-4-2-0-0-4-0-22-24-150-6-0,0-0-0-0-0-0-0-0-0-0-0-6-8-0-0-0-0-0-22-32-148-8-0
 2016-10-7,218,260,0-0-0-0-0-0-0-0-0-4-0-74-24-0-2-4-14-8-72-2-2-4-0,0-0-0-0-0-0-0-0-0-0-0-86-26-2-0-0-44-0-82-0-0-4-0
 2016-10-8,124,134,0-0-0-0-0-0-0-0-4-26-4-8-0-6-6-0-0-0-12-22-30-0-0,0-0-0-0-0-0-0-0-0-26-10-0-0-10-4-0-0-2-2-38-24-0-0
 2016-10-9,146,156,0-0-0-0-0-0-0-0-0-0-0-2-4-16-2-90-0-0-0-2-16-14-0,0-0-0-0-0-0-0-0-0-0-2-2-16-16-0-98-0-0-6-0-2-14-0
 2016-10-10,38,32,0-0-0-0-0-0-0-0-0-0-0-0-10-4-0-0-14-0-0-0-2-8-0,0-0-0-0-0-0-0-0-0-0-0-0-22-0-0-0-10-0-0-0-0-0-0
 2016-10-11,100,132,0-0-0-0-0-0-4-4-0-0-0-16-0-0-0-2-0-0-0-14-52-2-0,0-0-0-0-0-0-0-0-0-0-0-18-0-12-0-0-0-0-0-18-68-2-0
 2016-10-12,142,180,0-0-0-0-0-0-0-0-0-0-0-4-16-0-0-0-0-0-0-44-78-0-0,0-0-0-0-0-0-0-0-0-0-0-0-28-0-0-0-0-0-0-50-100-0-0
 2016-10-13,18,8,0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-0-0-0-2-0,0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-0-0
 2016-10-14,82,94,0-0-0-0-0-0-0-12-46-0-0-16-0-0-8-0-0-0-0-0-0-0-0,0-0-0-0-0-0-6-18-46-2-0-10-0-0-6-0-0-6-0-0-0-0-0
 2016-10-15,156,190,0-0-0-0-0-0-0-0-0-10-58-6-10-8-0-0-2-6-2-0-14-34-0,0-0-0-0-0-0-0-0-0-8-88-6-0-18-0-0-0-4-0-0-18-48-0
 2016-10-16,180,230,30-6-0-0-0-0-0-0-0-6-74-6-24-0-0-0-0-0-2-0-0-30-0,58-4-0-0-0-0-0-0-0-6-80-6-40-0-0-0-0-0-0-0-0-34-0
 2016-10-17,118,140,0-0-0-0-4-0-0-0-0-0-0-0-0-0-0-0-8-8-46-34-4-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-18-76-32-4-0-0
 2016-10-18,182,202,2-0-0-0-0-0-0-0-0-0-10-24-0-0-0-30-6-24-38-0-34-14-0,0-0-0-0-0-0-0-0-0-2-6-22-0-0-0-48-0-20-40-6-44-14-0
 2016-10-19,260,278,0-0-0-0-0-0-0-0-0-0-66-0-12-18-6-0-0-0-8-24-34-84-0,0-0-0-0-0-0-0-0-0-8-54-0-6-16-2-0-0-0-10-56-28-86-0
 2016-10-20,64,48,8-0-0-0-0-0-0-0-18-0-10-0-2-26-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-8-4-12-0-0-24-0-0-0-0-0-0-0-0-0
 2016-10-21,62,88,0-0-0-0-0-0-0-0-0-0-16-20-0-0-2-0-0-0-0-0-12-0-0,0-0-0-0-0-0-0-0-0-0-30-14-0-0-2-0-0-0-0-0-16-0-0
 2016-10-22,222,252,20-0-0-0-0-0-0-0-2-6-0-6-0-58-0-22-36-58-12-0-0-0-0,12-0-0-0-0-0-0-0-0-8-0-4-6-50-0-28-46-66-24-0-0-0-0
 2016-10-23,10,24,0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-6-0-0-0-0-0-0-0
 2016-10-24,98,130,0-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-2-58-12-16-2-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-66-20-16-10-0
 2016-10-25,34,44,0-0-0-0-0-0-0-0-0-0-2-0-0-0-14-0-0-0-4-4-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-0-0-0-0-0-0-0-0
 2016-10-26,54,50,0-8-0-0-0-0-0-0-0-0-0-0-0-0-0-6-24-0-0-6-0-10-0,0-8-0-0-0-0-0-0-4-0-0-0-0-0-0-12-14-0-0-0-0-12-0
 2016-10-27,48,58,0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-2-0-16-4-2-18-0-0,0-0-0-0-0-0-0-0-0-0-0-0-2-0-0-4-6-22-0-0-24-0-0
 2016-10-28,198,194,0-0-0-0-0-0-0-0-0-0-16-0-0-6-10-52-0-0-0-0-42-56-0,0-0-0-0-0-0-0-0-0-0-12-0-0-4-12-30-0-0-2-0-54-80-0
 2016-10-29,36,42,0-0-0-0-0-0-0-0-0-0-10-6-2-2-8-0-0-8-0-0-0-0-0,2-0-0-0-0-0-0-0-0-0-16-8-0-2-8-0-0-0-0-0-2-4-0
 2016-10-30,74,78,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-12-4-16-34-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-4-4-2-28-34-0
 2016-10-31,50,66,0-0-0-0-0-0-0-0-0-0-0-0-2-0-2-0-0-0-0-0-0-2-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-14-0
 2016-11-1,282,212,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-100-40-2-50-6-24-0-0,6-0-0-0-0-0-0-0-0-0-0-2-6-0-0-72-42-0-24-4-32-0-0
 2016-11-2,118,78,0-0-0-0-0-0-0-0-0-0-0-4-20-6-0-0-18-28-12-0-6-24-0,0-0-0-0-0-4-0-0-0-0-0-0-6-2-0-0-12-26-8-0-4-16-0
 2016-11-3,42,48,0-0-0-0-0-0-0-12-0-0-0-0-0-0-0-0-0-0-26-4-0-0-0,0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-22-4-12-0-0
 2016-11-4,42,30,0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-24-0-0-0-6-4-0-0,0-0-0-0-0-0-0-0-0-0-0-0-2-4-0-12-0-0-0-6-2-0-0
 2016-11-5,220,224,0-0-0-0-0-0-0-0-0-0-0-12-0-84-6-0-50-0-0-54-12-2-0,0-0-0-0-0-0-0-0-0-0-0-12-0-104-6-6-34-0-0-32-28-2-0
 2016-11-6,498,508,0-0-0-0-0-0-0-0-4-0-0-0-0-0-8-14-46-0-132-22-8-12-0,0-0-0-0-0-0-0-0-0-0-0-44-0-22-10-18-22-0-178-20-18-10-0
 2016-11-7,82,72,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-34-14-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-26-2-0
 2016-11-8,48,78,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-2-6-6-14-2-14-0,14-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-10-24-12-10-0
 2016-11-9,34,58,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-0-2-4-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-12-8-0
 2016-11-10,138,136,0-2-0-0-0-0-0-0-0-0-0-2-0-0-2-2-6-24-38-0-52-10-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-2-6-18-30-6-64-0-0
 2016-11-11,42,50,2-0-0-0-0-0-0-0-0-0-0-0-2-4-0-0-0-2-0-8-4-2-0,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-12-0-10-2-10-0
 2016-11-12,30,20,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-6-0-0,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-4-2-0
 2016-11-13,26,46,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-2-4-0-0,8-0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-6-0-6-2-0-0
 2016-11-14,2,2,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2016-11-15,24,22,0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-14-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-14-0-0-2-6-0-0-0-0-0-0
 2016-11-16,86,52,0-0-0-0-0-0-0-0-0-10-2-0-0-6-0-12-0-0-0-54-2-0-0,0-0-0-0-0-0-0-0-0-0-0-0-6-4-0-14-0-0-0-22-2-0-0
 2016-11-17,68,56,0-0-0-0-0-0-0-0-0-0-0-0-2-10-36-10-0-0-2-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-8-28-8-0-0-0-0-2-0-0
 2016-11-18,28,16,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-4-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-0-2-0
 2016-11-19,38,52,0-0-0-0-0-0-0-0-0-0-2-2-0-0-0-0-0-0-24-0-10-0-0,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-14-8-12-0-0
 2016-11-20,94,76,2-0-0-0-0-0-0-0-0-8-4-0-2-4-26-2-18-10-0-14-0-0-0,4-0-0-0-0-0-0-0-0-0-2-0-0-6-22-0-20-8-2-6-0-0-0
 2016-11-21,92,122,0-0-0-0-0-0-0-0-0-0-0-0-0-4-42-6-0-0-6-16-18-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-10-70-0-0-0-14-10-12-6-0
 2016-11-22,210,220,14-0-0-0-0-0-0-0-0-12-0-30-0-2-0-0-4-0-0-0-2-40-0,22-0-0-0-0-0-0-0-0-12-0-38-4-0-0-0-10-0-0-0-0-46-0
 2016-11-23,36,10,6-0-0-0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-4-0-0-4-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2016-11-24,50,174,0-0-0-0-2-0-0-2-0-0-0-0-0-0-0-0-0-0-2-18-4-20-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-4-4-0-8-10-12-36-70-0
 2016-11-25,244,374,10-0-0-0-0-0-0-0-0-18-78-0-88-10-0-0-12-4-2-4-0-0-0,2-0-0-0-0-0-0-0-0-20-144-0-86-10-0-30-10-0-0-10-0-0-0
 2016-11-26,160,200,0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-10-42-44-0-12-20-28-0,0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-26-36-50-6-22-18-30-0
 2016-11-27,130,224,0-0-0-0-0-0-0-0-0-0-2-0-0-10-12-0-4-0-18-24-10-8-0,78-0-0-0-0-0-0-0-0-0-2-0-0-6-8-0-0-0-14-16-16-10-0
 2016-11-28,2,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2016-11-29,110,100,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-0-52-0,0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-2-0-0-4-48-0
 2016-11-30,102,90,0-0-0-0-0-0-0-0-0-0-0-26-0-0-22-0-2-0-8-0-4-26-0,0-0-0-0-0-0-0-0-0-0-0-20-0-4-0-4-14-0-4-0-0-32-0
 2016-12-1,56,76,30-2-0-0-0-0-0-0-0-0-0-0-0-0-0-2-4-0-0-0-0-0-0,34-0-0-0-0-0-0-0-2-4-2-0-0-0-0-0-4-0-0-0-0-0-0
 2016-12-2,140,134,0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-6-0-0-14-58-34-22-0,0-0-0-0-0-0-0-0-0-0-0-0-0-2-6-0-0-0-18-54-26-28-0
 2016-12-3,44,198,0-0-0-0-0-0-0-0-0-0-0-0-0-2-28-0-0-0-6-0-0-4-0,2-0-0-0-0-0-0-0-0-0-0-0-0-4-28-0-4-82-72-0-0-4-0
 2016-12-4,28,56,4-0-0-0-0-0-0-0-0-0-0-0-8-0-0-0-0-0-0-0-0-0-0,2-2-0-0-0-0-0-0-0-0-0-0-22-0-0-0-0-0-0-0-0-0-0
 2016-12-5,214,276,12-0-0-0-0-4-0-0-0-8-0-0-0-0-20-68-24-30-2-2-2-0-0,12-0-0-0-0-0-0-0-8-8-0-0-6-4-14-92-16-34-6-8-2-2-0
 2016-12-6,34,56,0-0-0-0-0-0-0-0-0-0-0-0-2-10-4-0-0-0-0-12-6-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-12-4-0-0-0-10-26-4-0-0
 2016-12-7,58,204,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8-0-16-6-28-0,0-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-32-0-20-4-28-0
 2016-12-8,280,392,6-0-0-2-0-0-0-0-0-0-0-0-26-20-4-0-42-80-10-4-4-80-0,8-0-0-0-0-0-0-0-0-0-0-0-74-10-22-2-52-88-22-8-6-100-0
 2016-12-9,230,858,0-4-0-0-0-0-0-0-0-0-12-8-24-0-12-54-12-6-22-26-0-0-0,0-0-0-0-0-0-0-0-0-0-12-2-36-2-12-42-428-8-82-122-40-6-0
 2016-12-10,268,558,0-0-0-0-0-0-0-0-0-0-0-2-6-90-46-10-2-10-0-6-60-22-0,0-0-0-0-0-0-0-0-0-0-0-10-10-144-232-38-10-0-0-8-48-30-0
 2016-12-11,310,420,0-0-0-0-0-0-0-0-0-0-18-76-0-26-0-12-0-4-4-40-80-24-0,0-0-0-0-0-0-0-0-0-0-14-70-0-40-0-18-6-0-0-48-154-26-0
 2016-12-12,282,318,0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-40-10-30-4-14-4-58-0,0-0-0-0-0-0-0-0-0-0-0-0-2-0-10-32-4-12-6-20-4-86-0
 2016-12-13,176,234,0-0-0-0-0-0-0-0-0-2-0-6-0-0-30-14-2-0-24-2-18-34-0,0-0-0-0-0-0-0-0-0-0-0-8-0-0-42-24-6-0-40-6-18-38-0
 2016-12-14,176,144,0-0-0-0-0-0-0-0-0-0-28-0-0-0-10-6-14-28-2-4-6-78-0,0-0-0-0-0-0-0-0-0-0-24-2-0-0-10-22-10-12-0-8-2-54-0
 2016-12-15,824,684,274-0-0-0-0-0-0-0-0-0-0-32-0-6-14-64-6-30-0-34-150-28-0,132-0-0-0-0-0-0-0-0-2-0-34-0-8-0-54-2-54-0-52-166-36-0
 2016-12-16,106,122,0-0-0-0-0-0-0-0-0-0-0-0-2-52-6-2-0-4-2-22-8-4-0,0-0-0-0-0-0-0-0-0-0-0-0-0-38-18-6-0-0-6-20-6-14-0
 2016-12-17,76,102,6-0-0-0-0-0-0-0-0-0-2-0-0-0-0-0-4-0-0-40-10-0-0,0-0-0-0-0-0-0-0-0-0-0-30-0-0-0-0-0-2-0-46-8-4-0
 2016-12-18,16,58,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-0-2-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-56-0-0-0-0-0-0-0-2-0-0
 2016-12-19,94,156,0-0-0-0-0-0-0-0-0-2-0-0-0-0-20-0-6-16-16-0-32-0-0,0-0-0-0-0-0-0-0-0-4-0-0-0-0-20-0-12-26-26-0-64-0-0
 2016-12-20,10,0,0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-0-0-0-8-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2016-12-21,168,174,0-0-0-0-0-0-0-0-0-8-10-0-4-12-34-2-0-0-0-10-50-24-0,0-0-0-0-0-0-0-0-0-22-8-0-0-6-32-0-4-0-2-10-72-18-0
 2016-12-22,12,8,0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-4-6-0-0-0-0,0-0-0-0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-6-0-0-0-0
 2016-12-23,50,44,0-0-0-0-0-0-0-0-0-0-0-0-0-0-24-0-0-12-10-0-4-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-0-4-10-18-0-0-0-0
 2016-12-24,104,92,0-0-0-0-0-0-0-0-0-0-0-4-0-2-0-0-2-6-4-0-18-52-0,0-0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-2-16-0-0-18-38-0
 2016-12-25,636,608,4-6-0-0-0-0-2-0-10-122-38-72-6-2-2-2-0-0-32-58-94-52-0,0-0-0-0-0-0-0-0-14-128-72-58-8-6-0-0-0-0-46-54-100-44-0
 2016-12-26,458,604,42-0-0-0-0-0-0-0-2-74-28-0-0-104-12-38-20-28-8-10-6-12-0,66-14-0-0-0-0-0-0-0-70-22-0-4-78-16-62-22-24-6-10-18-24-0
 2016-12-27,136,244,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-18-30-18-14-6-42-0,0-0-0-0-0-0-0-0-0-2-66-2-2-0-0-0-14-40-22-16-14-56-0
 2016-12-28,40,72,0-0-0-0-0-0-2-0-10-4-8-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-4-4-12-10-0-0-0-0-0-0-0-0-0-0-0-0
 2016-12-29,56,78,0-0-0-0-0-0-0-0-0-0-14-0-0-14-0-0-0-0-0-18-0-8-0,0-2-0-0-0-0-0-0-0-0-14-0-0-24-0-0-0-0-0-26-0-12-0
 2016-12-30,190,210,0-0-0-0-0-0-0-0-0-0-32-48-0-2-0-0-0-2-2-0-10-82-0,0-0-0-0-0-0-0-0-0-0-44-74-0-0-0-0-0-2-4-0-10-76-0
 2016-12-31,60,52,0-0-0-0-0-0-0-0-0-0-0-0-2-6-0-0-0-0-14-12-8-0-0,0-0-0-0-0-0-0-0-0-0-0-0-4-4-0-0-0-0-12-6-0-0-0
 2017-1-1,216,190,0-0-0-0-0-0-0-0-6-0-2-50-46-0-0-2-0-34-22-0-4-26-0,2-0-0-0-0-0-0-0-0-6-0-36-42-0-0-0-0-40-14-0-0-20-0
 2017-1-2,308,276,14-0-0-0-0-0-0-0-36-0-6-6-0-46-4-58-2-4-2-72-10-0-0,8-0-0-0-0-0-0-0-30-0-0-0-0-50-0-42-4-2-10-78-10-0-0
 2017-1-3,124,238,28-2-0-0-0-0-0-0-0-2-0-0-0-0-0-2-0-4-8-0-44-34-0,46-2-0-0-0-0-0-0-0-4-18-20-0-0-4-6-0-2-12-0-68-56-0
 2017-1-4,420,446,38-0-0-0-0-0-0-0-0-0-36-14-8-2-0-12-0-6-20-102-8-50-0,34-0-0-0-0-0-0-0-0-0-42-20-34-4-0-14-0-0-26-108-2-34-0
 2017-1-5,98,94,0-0-0-0-0-0-0-0-6-0-0-0-2-0-0-12-0-10-24-0-0-14-0,0-0-0-0-0-0-0-0-8-0-0-0-8-0-0-10-0-12-22-0-0-14-0
 2017-1-6,108,100,0-6-0-0-0-0-0-0-0-0-0-0-4-0-2-0-0-0-0-0-80-12-0,2-0-0-0-0-0-0-0-0-0-0-0-10-0-4-2-4-0-0-0-58-18-0
 2017-1-7,102,124,0-0-0-0-0-0-0-0-0-0-2-0-0-0-14-12-0-0-4-12-2-52-0,4-0-0-0-0-0-0-0-0-0-0-0-0-0-12-10-2-0-4-12-0-72-0
 2017-1-8,230,286,44-0-0-0-0-2-0-0-2-4-4-30-2-0-2-8-2-16-0-0-0-0-0,50-4-0-0-0-0-0-0-0-0-8-36-4-0-2-4-0-18-0-0-0-2-0
 2017-1-9,380,464,26-0-0-0-0-0-0-0-40-16-34-10-8-52-8-0-8-0-12-24-42-36-0,14-0-0-0-0-0-2-0-66-28-48-4-6-82-6-0-12-0-14-48-48-46-0
 2017-1-10,622,358,50-0-0-0-0-0-0-4-0-0-0-0-0-0-0-0-0-10-22-8-26-14-0,30-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-20-0-22-14-0
 2017-1-11,316,574,32-0-0-0-0-2-0-0-0-4-8-0-0-24-32-0-0-2-0-12-56-22-0,20-0-0-0-0-0-0-0-0-0-8-0-0-34-204-8-0-28-18-38-94-40-0
 2017-1-12,38,38,0-0-0-0-0-0-0-0-0-0-0-0-6-0-0-2-4-0-2-2-0-20-0,0-0-0-0-0-0-0-0-0-2-4-0-0-0-0-0-8-0-4-2-16-2-0
 2017-1-13,214,398,6-0-0-0-0-0-0-4-0-18-0-0-0-0-0-8-0-0-0-0-4-0-0,218-0-0-0-0-0-0-0-0-12-0-0-0-0-0-6-0-0-0-0-0-0-0
 2017-1-14,108,232,0-0-0-0-0-0-0-0-0-0-4-0-0-0-0-32-20-8-30-8-0-2-0,0-0-0-0-0-0-0-0-0-2-2-0-0-0-0-38-18-0-162-0-0-4-0
 2017-1-15,424,378,0-0-2-0-0-0-0-0-14-142-32-34-56-6-14-2-0-8-0-24-28-60-0,2-0-0-0-0-0-0-0-18-118-48-22-34-0-14-12-4-8-0-6-36-54-0
 2017-1-16,88,76,0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-50-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-6-44-2-0-0-0-0-0-0
 2017-1-17,52,98,0-0-0-0-0-0-0-0-0-0-0-0-0-6-0-4-2-30-0-4-6-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-12-0-38-36-2-0-0-0
 2017-1-18,262,344,0-0-0-0-0-0-0-0-0-0-30-0-6-0-4-36-6-10-22-104-6-38-0,0-0-0-0-0-0-0-0-0-0-20-0-2-0-12-66-22-0-28-120-16-58-0
 2017-1-19,28,28,2-0-0-0-0-0-0-2-0-0-0-0-0-0-2-0-0-0-0-2-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
 2017-1-20,166,136,0-0-0-0-0-0-0-0-6-68-0-0-0-0-2-54-34-2-0-0-0-0-0,0-0-0-0-0-0-0-0-2-52-0-0-0-2-0-40-36-2-0-0-0-0-0
 2017-1-21,264,270,0-0-0-0-0-0-0-0-0-30-0-0-2-26-0-0-8-34-16-28-0-16-0,0-2-0-0-0-0-0-0-0-44-0-0-4-16-0-0-10-36-18-28-0-8-0
 2017-1-22,92,130,4-0-0-4-0-0-0-0-0-0-0-0-4-0-0-10-64-0-0-0-0-0-0,34-0-0-0-0-0-0-0-0-0-0-0-6-2-0-8-74-0-0-0-0-0-0
 2017-1-23,198,154,0-0-0-0-0-0-0-0-0-0-0-0-0-0-12-6-14-2-42-58-58-6-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-4-0-12-42-42-36-0-0
 2017-1-24,178,136,0-0-0-0-0-0-0-0-2-2-0-0-0-0-2-60-0-40-10-0-44-2-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-54-0-18-4-0-42-0-0
 2017-1-25,176,240,4-0-0-0-0-0-0-4-4-0-0-10-16-4-6-4-2-6-12-0-28-72-0,0-0-0-0-0-0-0-0-0-0-4-8-28-2-6-12-2-0-18-0-2-54-0
 2017-1-26,202,224,0-0-0-0-0-0-0-0-2-0-4-0-50-12-4-20-2-0-2-8-16-0-0,0-0-0-0-0-0-0-0-0-0-0-2-78-12-0-22-0-0-0-4-16-14-0
 2017-1-27,56,78,0-0-0-0-0-0-0-0-0-0-0-0-0-0-2-28-10-0-0-0-4-6-0,0-4-0-0-0-0-0-0-0-0-0-0-0-8-0-30-12-0-0-4-2-6-0
 2017-1-28,6,34,2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-2-0-0-0-0-0-0-0-0-0-2-0-0-0-0-28-0-0
 2017-1-29,94,80,0-8-0-0-0-2-0-0-0-0-0-0-0-8-18-36-6-2-2-0-12-0-0,0-10-0-0-0-0-0-0-0-0-0-0-0-0-24-14-10-4-6-0-4-0-0
 2017-1-30,336,280,12-0-0-0-0-0-0-0-0-46-2-60-4-6-0-0-14-8-0-12-22-0-0,0-8-0-0-0-0-0-0-0-46-0-56-0-8-0-0-8-0-8-10-20-0-0
 2017-1-31,300,274,0-0-0-0-0-0-0-0-0-0-0-0-0-0-18-84-0-54-0-40-34-70-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-10-58-4-62-4-54-28-54-0
 2017-2-1,42,50,0-0-0-0-0-0-0-0-0-0-0-6-0-0-0-0-4-0-6-0-4-2-0,0-0-0-0-0-0-0-0-0-0-0-16-0-0-0-0-0-0-4-0-10-0-0
 2017-2-2,132,138,0-0-0-0-0-0-0-0-0-32-46-8-0-6-0-0-0-4-0-2-0-32-0,2-0-0-0-0-0-0-0-0-34-28-8-2-6-0-0-2-0-4-12-0-40-0
 2017-2-3,134,194,2-0-0-0-0-0-0-0-0-0-0-6-0-0-2-0-44-28-10-4-4-0-0,0-0-2-0-0-0-0-0-0-0-0-0-0-4-4-0-50-74-4-4-4-2-0
 2017-2-4,628,916,0-0-0-0-0-0-0-0-4-2-6-4-0-0-172-160-30-78-68-6-72-26-0,4-0-0-0-0-0-0-0-0-0-0-2-0-0-102-100-54-74-56-0-108-412-0
